nobs,mean,skew,kurtosis,median,mode,std,low,peak,q25,q75,iqr,gender
406,95.9778439601,0.525562049259,-0.293369378909,115,120,51.9985135138,36.2195812111,265,40,120,80,Male
131,151.120840701,1.21493768488,-0.210747693721,120,120,51.2616805721,99.6884735202,275,120,185,65,Female
2244,160.997494037,0.605512302088,-1.15937625371,120,120,50.1901527953,33.1950207469,275,120,210,90,Female
3732,164.857045936,0.57479484083,-1.21035510451,122.958693564,120,51.8489484834,98.1595092025,275,120,215,95,Female
2963,175.057898935,0.190235035216,-1.43282052617,175,120,51.6700150209,33.3333333333,275,120,225,105,Female
14,217.619047619,-1.29052078745,0.272190547285,245,255,67.2318727729,66.6666666667,275,200,266.25,66.25,Male
88,222.548701299,-0.631358584967,-0.354149370417,225,275,43.3766932449,120,275,195,265,70,Male
155,131.869738863,0.720759946559,-0.304680131326,100,90,47.8647828698,80,275,90,170,80,Female
159,109.318658281,0.511729513404,-0.267368977126,95,35,50.996092613,25,250,85,152.5,67.5,Male
102,155.424836601,-0.21531535343,-1.29580127205,185,70,75.7010396268,25,275,70,207.5,137.5,Male
114,153.133153396,-0.128312047899,-1.50074052967,182.5,70,81.165203413,25,275,70,225,155,Male
114,118.620786799,3.01175644693,9.44836537801,110,105,28.7419166592,73.8461538462,250,105,120,15,Male
155,107.643870968,2.22444882549,13.5513013512,105,105,23.5714452434,45,245,96.7307692308,117.6,20.8692307692,Male
224,122.272759597,1.70080189287,2.17974877131,110,125,49.5141463526,45,276.202219482,90,130,40,Male
187,111.098358754,1.50179316555,3.10943774794,110,90,43.201549139,25,260,90,120,30,Male
92,119.979067445,2.49668065567,6.5843063221,110,110,35.7562591549,45,245,105,125,20,Male
173,141.104727255,0.714655897568,-0.819844923491,120,105,58.0183857227,21.1012199143,245.883644347,105,218.181818182,113.181818182,Male
145,126.56309208,1.36309684621,1.94985556605,115,105,55.4161700783,25,275,105,135,30,Male
73,116.487279843,2.48521159597,6.07076511414,105,100,38.6889839809,68.5714285714,265,100,120,20,Male
263,157.674700902,0.654633103715,-1.26894253075,120,120,65.9765279316,30,275,110,235,125,Male
132,125.713752914,1.95239754727,3.26751565328,110,105,52.8156445272,24.6153846154,275,100,125,25,Male
103,107.86407767,1.79729566358,5.20172334098,100,100,35.1322186498,40,245,90,120,30,Male
252,105.201814059,2.43808171679,10.7187679572,95,90,35.995228795,25,275,90,120,30,Male
185,145.280566281,-0.52910369938,-0.245453491008,175,175,46.9441201624,25,250,105,175,70,Male
206,155.490291262,-0.154450020007,-0.675443448388,175,175,40.8520584847,80,260,111.25,175,63.75,Male
191,145.057591623,-0.268751714346,-0.651124659111,175,175,40.9613482762,26.6666666667,240,105,175,70,Male
206,149.223300971,0.136012650966,-0.637459533707,175,175,42.2377150226,40,260,110,175,65,Male
215,121.36345515,0.156865679315,-0.608778454918,105,175,56.9190211794,25,250,95,175,80,Male
239,131.541143654,0.0398614941542,-0.538897561484,115,175,54.0507712352,25,275,95,175,80,Male
74,187.905405405,-0.804011714848,-0.100969356611,200,200,37.3895378194,100,260,195,203.75,8.75,Male
162,149.691358025,1.24218279445,-0.190340002317,120,120,48.7488251141,115,275,120,178.75,58.75,Male
34,152.205882353,3.44131685703,14.080904092,145,135,25.0936826029,130,275,136.25,155,18.75,Male
31,146.451612903,0.229974548616,2.47386685168,145,150,48.5298968111,40,275,135,155,20,Male
39,149.786324786,0.0947958928863,8.2541946241,150,145,31.6501969928,40,275,142.5,160,17.5,Male
41,143.577235772,-2.37997874542,10.9838123272,145,145,15.9290473519,66.6666666667,175,135,150,15,Male
83,219.099254159,-1.05992899579,0.409385034281,235,235,36.7909066401,120,275,200,235,35,Male
124,123.930875576,1.36784586376,0.0837334369483,90,90,57.6871642138,88,275,90,131.25,41.25,Male
38,166.254471129,-1.02479009596,-0.0766495992758,180,85,42.8558616455,77.6699029126,240,165,193.75,28.75,Male
55,178.545454545,-0.823898795426,1.06939631606,185,185,49.1812300419,40,275,165,202.5,37.5,Male
142,116.901408451,1.6112263439,2.76969216087,105,105,32.7535203697,35,225,100,120,20,Male
133,124.473684211,1.57112621468,2.06435606587,110,100,40.0482000848,25,250,100,130,30,Male
226,154.315030674,0.298019495234,-1.15952409956,140,115,63.4026945215,30,275,100,215,115,Male
3647,138.590759477,0.849917309292,-0.420317238636,120,100,50.962326365,33.264033264,275,100,175,75,Male
16399,124.061528142,-0.025423997291,-1.61170088199,130,30,80.6644146108,25,275,35,195,160,Male
13156,119.894344786,-0.219956495771,0.291773954874,135,30,53.3980639485,25,275,105,150,45,not_specified
6325,207.035599537,-1.22046640224,1.41314207456,220,230,51.9521834487,20.5128205128,277.307537283,180,245,65,not_specified
18910,175.942696907,-2.33505288181,6.86210816267,180,175,37.8590923139,22.2222222222,275,170,195,25,not_specified
15260,109.146526133,-1.51926305067,4.74856757386,110,110,23.3297750465,20.5062479974,275,100,120,20,not_specified
14527,140.743443066,0.893693288339,4.33150081346,135,135,37.2414478672,20.5062479974,276.657060519,125,150,25,not_specified
16837,153.323264005,-0.349010566589,-0.647414847843,165,185,50.2161879849,20.6896551724,275,110,195,85,not_specified
14858,161.702638057,-1.85349372474,2.64780321145,170,170,48.1009267306,22.1914008322,275,160,185,25,not_specified
51,119.607843137,0.386675579127,-1.49893465122,110,25,89.0353704625,25,265,35,222.5,187.5,Male
43,160.448504983,-0.251451802846,-1.52360505793,135,25,89.7179601285,25,270,105,247.5,142.5,Male
39,153.58974359,-0.29848793177,-1.50143269813,205,30,85.9557781202,30,275,70,227.5,157.5,Male
18,62.9365079365,2.07344799224,2.84996550488,40,40,61.7901360418,22.8571428571,240,35,43.75,8.75,Male
37,169.864864865,-0.587298349058,-1.32944041256,225,235,87.1429897204,25,270,105,235,130,Male
42,125.833333333,0.349348667306,-1.37178981315,115,115,86.9654875899,25,275,36.25,223.75,187.5,Male
188,105.079787234,-0.0893400989054,-0.394998558284,120,120,50.3748609201,25,260,45,136.25,91.25,Male
65,213.951464124,-1.45322172854,1.35789838511,235,245,47.9576451299,66.1157024793,270,186.046511628,245,58.9534883721,Male
234,194.783910289,-0.630761760206,-0.630826278819,210,245,53.5113009052,25,270,141.25,240,98.75,Male
568,137.058461374,0.737194901551,0.192187583813,120,120,53.4355736608,25,270,110,150,40,Male
89,131.685393258,1.22756997348,0.675920693513,115,100,48.5517436259,40,265,100,145,45,Male
73,148.493150685,0.476343000905,-0.789055351293,130,95,63.1463018121,25,275,100,205,105,Male
77,139.329004329,0.597410375274,-0.348607364448,125,105,60.8111711634,25,275,100,160,60,Male
72,147.708333333,0.413073692881,-0.408528163156,132.5,105,55.950979909,25,275,105,185,80,Male
88,133.977272727,0.381896788403,-0.112348942463,125,120,55.448374284,25,255,105,152.5,47.5,Male
94,119.361702128,0.954423723284,1.85386876152,115,95,40.3062349498,25,250,95,135,40,Male
121,139.338842975,0.721714701637,0.0341317976911,125,130,50.1029607213,25,275,110,150,40,Male
93,125.322580645,0.857024073714,2.11023260278,120,115,41.6901425368,25,260,100,145,45,Male
105,128.380952381,0.915108745383,0.359415005896,115,90,51.8307467036,25,265,90,145,55,Male
80,114.958333333,1.83883187261,6.305105331,105,95,33.9413045238,25,270,95,130,35,Male
79,99.3037974684,0.265775638317,-0.0692844764717,100,25,51.5440955207,25,245,40,132.5,92.5,Male
79,92.0886075949,0.147418328249,-0.446342479334,100,25,47.0631651696,25,230,40,125,85,Male
87,127.969348659,1.15326283926,0.444587320433,110,95,49.9497993758,30,255,95,135,40,Male
77,105.12987013,0.649329075852,1.77434973191,110,110,49.155029244,25,260,90,125,35,Male
70,103.166666667,0.464639148745,1.59887268106,105,95,45.9322741602,25,255,86.25,128.75,42.5,Male
85,115.529411765,0.613484423728,0.765655091777,115,120,54.2164698734,25,265,95,130,35,Male
78,111.923076923,0.559879086519,0.768939922947,110,115,52.9406463085,25,265,90,130,40,Male
87,118.98467433,0.638623616601,1.74013452874,115,110,44.8406831573,25,270,100,140,40,Male
103,118.398058252,0.503684278808,0.726132734443,115,25,54.7155645675,25,265,95,142.5,47.5,Male
72,127.384259259,0.97665799608,7.42226392191,125,125,30.2635369018,30,255,115,136.25,21.25,Male
67,128.059701493,2.42003870887,8.55416689839,125,135,27.6431852264,80,265,115,135,20,Male
80,124.8125,0.938870554771,3.15507826469,120,120,40.0737113798,25,265,105,135,30,Male
80,135.270833333,1.4408384621,2.88421137846,127.5,120,40.228033818,25,255,115,140,25,Male
64,112.682291667,-0.0503207847843,1.26678717866,110,120,27.9626753762,30,195,98.75,130,31.25,Male
68,122.867647059,1.22634062323,6.08491194482,125,130,33.3796805098,25,265,105,131.25,26.25,Male
80,127.520833333,1.36347626977,1.84767087784,115,115,47.2684368424,35,275,100,131.25,31.25,Male
70,123.428571429,1.75392770457,5.03222095832,117.5,105,39.7989847066,25,275,105,130,25,Male
151,129.006622517,0.229801303046,-1.29946914989,105,35,78.125853357,25,275,57.5,197.5,140,Male
44,187.727272727,-1.04947243659,-0.121248661886,217.5,230,72.114606904,25,275,146.25,241.25,95,Male
74,187.027027027,-0.472005341803,-1.31043376012,207.5,105,54.7223885634,95,265,115,230,115,Male
49,167.857142857,-0.650942768256,-1.04072542288,210,25,81.4035049138,25,275,105,225,120,Male
49,182.448979592,-0.626531700505,-0.790511741887,210,105,71.9064191238,25,275,105,235,130,Male
58,174.310344828,-0.750115212772,-0.640811752996,200,215,74.234299837,25,275,105,230,125,Male
47,194.361702128,-0.809616389187,-0.365461715819,210,250,59.1213773239,40,275,167.5,235,67.5,Male
59,184.406779661,-0.368366490361,-1.13014848454,205,105,63.0649701697,25,270,110,237.5,127.5,Male
56,200.357142857,-1.25863732173,1.06675227137,220,220,57.8935070907,25,275,173.75,237.5,63.75,Male
47,184.361702128,-0.562200700124,-1.26982131058,215,225,56.9958660434,90,275,110,225,115,Male
54,169.444444444,-0.743541356542,-1.00868122517,210,25,82.6565107262,25,265,100,230,130,Male
50,203.7,-1.2035278562,0.526329832665,215,225,46.4091585789,95,275,195,230,35,Male
26,191.153846154,-0.518669932849,-1.08735149741,207.5,100,57.7512519396,100,270,133.75,225,91.25,Male
478,128.993092948,0.00146211872584,-1.34013182964,127.5,25,77.0832453195,21.0873146623,275,40,195,155,Male
257,117.490272374,0.885661606811,8.79709519956,115,120,23.2023936845,25,215,110,120,10,Male
494,112.962773678,0.908486544278,0.356928361445,95,85,51.5455989814,22.4929709466,275,80,135,55,Male
312,155.452533578,0.0495419333874,0.2318173276,160,150,33.6774544784,80,255,135,175,40,Male
528,201.094118118,-0.719418305038,-0.425928877623,225,265,62.9112916206,20.3045685279,275,145,255,110,Male
238,98.1414565826,1.38197035993,3.02547056683,100,100,52.7651639789,24,275,85,100,15,Male
233,98.653382383,1.14842631239,5.46120872025,100,100,33.8802107993,22.8571428571,270,90,100,10,Male
239,102.811117753,0.611918223067,2.29413582989,100,100,36.4002904561,24,225,95,105,10,Male
256,111.766927083,2.85994662215,10.0544217351,100,100,35.9980217425,25,275,100,115,15,Male
207,106.519438693,2.38654827639,9.53618590945,100,100,37.3759550076,25,275,95,110,15,Male
232,104.571428571,3.28248407239,17.388986719,100,100,31.181595083,24,275,100,100,0,Male
143,100.517482517,1.29421005944,2.97900786642,95,100,49.8310225988,24,270,85,107.5,22.5,Male
209,104.338118022,0.896754648973,4.73542449913,100,100,17.062305017,26.6666666667,190,95,115,20,Male
261,110.518153622,1.68580489569,7.63107846338,100,100,37.5580045707,22.8571428571,275,95,120,25,Male
199,106.328068916,0.964299347362,5.47411402346,100,100,19.267031198,35,215,95,117.5,22.5,Male
73,190.273972603,-0.0414350649716,-1.72889222343,195,120,61.8265936207,110,275,120,250,130,Male
59,203.13559322,-0.476560688151,-1.66120047727,240,120,64.4921379066,110,275,120,255,135,Male
46,202.717391304,-0.153847977099,-1.78363415077,225,120,62.4474259028,115,275,141.25,263.75,122.5,Male
57,203.596491228,-0.305073105931,-1.69940851003,235,265,65.7930993153,110,275,125,265,140,Male
77,213.181818182,-0.684344249031,-1.33115930027,250,270,62.5585911907,110,275,130,265,135,Male
51,194.411764706,-0.0973932740481,-1.56593226408,190,120,56.7126145219,110,270,142.5,252.5,110,Male
65,179.769230769,0.259631061594,-1.70285324849,160,115,63.3028785907,110,275,120,245,125,Male
51,194.31372549,-0.00937581005672,-1.86455107215,170,125,64.7924257847,115,275,125,260,135,Male
46,199.02173913,-0.417078314821,-1.43423330215,230,235,55.1541275725,110,275,136.25,243.75,107.5,Male
53,220.094339623,-0.865959646312,-1.08761470712,250,260,59.3239472951,120,275,155,260,105,Male
55,203.727272727,-0.335528364658,-1.77960833886,245,260,67.5830679563,110,275,120,262.5,142.5,Male
56,192.946428571,-0.0660531374209,-1.76920242712,195,120,64.425876468,110,275,120,256.25,136.25,Male
77,195.887631793,-0.234618323435,-1.6624529646,235,120,66.3674090569,68.2302771855,275,125,260,135,Male
102,111.421568627,1.54164017871,2.70909008985,100,100,37.5563462365,25,245,90,113.75,23.75,Male
39,84.2307692308,1.07418164222,2.97510606694,90,95,42.855428725,25,240,42.5,100,57.5,Male
166,111.897590361,-1.90692626151,3.36990414906,120,120,29.9323795177,25,185,115,125,10,Male
297,124.741221741,0.958258937529,1.6759850064,115,110,47.413118539,25,275,105,130,25,Male
197,144.365482234,0.0618021909381,-0.164073434748,120,120,52.1295577213,25,260,120,185,65,Male
103,93.7309292649,1.10187559114,-0.278365749744,40,35,86.3932271491,25,275,30,125,95,Male
311,115.690093401,12.2890176372,149.682468348,115,115,8.61169861488,110,225,115,115,0,Male
117,157.277167277,0.0203283863615,-1.49496951449,115,90,77.1187686594,25,275,90,235,145,Male
137,172.481751825,-0.290332434691,-1.48775777137,210,90,68.4316593601,25,275,100,230,130,Male
231,119.012987013,1.50341933262,2.73191868141,110,90,40.0123877484,40,265,90,140,50,Male
29,200.344827586,-1.29861317021,0.0514305918029,230,230,83.2003298493,30,270,225,245,20,Male
142,154.507042254,0.502235750319,-1.14558690225,122.5,110,58.0532473499,40,270,110,205,95,Male
123,136.219512195,1.31979421778,0.528646538947,115,105,53.2265500999,40,275,105,127.5,22.5,Male
145,124.896551724,1.68013641095,2.28981156327,110,110,49.63823945,40,275,100,120,20,Male
118,126.440677966,1.88103276162,3.01833434959,110,105,49.171533444,40,275,105,130,25,Male
55,132.181818182,1.18009169507,0.695311261564,110,105,50.4052994721,40,265,105,132.5,27.5,Male
135,136.814814815,1.12047949134,0.0505326075029,115,105,55.5331312768,40,275,105,140,35,Male
106,139.811320755,0.94678142254,-0.337027996669,115,105,55.778895246,40,270,105,195,90,Male
295,136.194350282,0.680281270297,-1.03239368956,90,90,62.9249566963,30,270,90,205,115,Male
330,142.655122655,0.582786654744,-1.30069126611,112.5,90,60.6156066831,80,275,90,205,115,Male
76,121.315789474,1.69482847054,3.8362306491,112.5,110,35.3866650941,40,250,105,120,15,Male
113,155.398230088,0.318271180512,1.50636766503,150,135,40.4189432113,25,270,135,175,40,Male
122,122.909836066,0.723722514321,1.16310279729,120,120,54.7529479854,25,265,110,130,20,Male
153,106.732026144,0.373863429251,0.193046294935,105,100,14.260877759,75,155,100,115,15,Male
44,137.045454545,0.300718143487,-0.0628223203222,137.5,140,14.0744038231,105,170,125,145,20,Male
91,229.450549451,-1.2287639508,1.18477860811,240,250,33.8990951729,115,275,217.5,250,32.5,Male
236,119.597457627,0.725758856375,0.994896939971,110,95,50.1834245068,25,275,95,135,40,Male
197,224.166304085,-1.12551405507,-0.0986207659979,240,265,51.7672341631,75,275,210,265,55,Male
90,107.555555556,2.68690926323,7.30613254647,100,95,32.8146685057,70,260,95,105,10,Male
13,176.923076923,0.11767468006,-0.396720644037,180,185,45.8902730408,105,270,165,185,20,Male
189,103.934240363,0.320328174436,0.0366167306027,105,70,44.3387386965,25,215,70,130,60,Male
222,102.861432861,-0.0867301250229,0.609022540033,102.5,95,36.8116202186,25,205,95,120,25,Male
165,83.5757575758,1.40956784137,0.522845098211,40,40,72.7965326776,25,275,40,115,75,Male
65,138.769230769,0.318236082588,-1.08034867907,115,40,74.6944070053,25,275,100,220,120,Male
188,143.971884498,1.21230438574,2.89988262257,140,165,27.8233754466,95,270,120,165,45,Male
216,146.794753086,0.359312790293,-0.451646342615,145,165,25.251666474,90,205,125,165,40,Male
156,181.836737954,-0.720298967658,-1.28673401406,222.5,230,65.8521594092,75,275,90,230,140,Male
136,208.835784314,-2.11976570298,3.64283292371,220,215,43.3353694153,80,275,210,235,25,Male
153,99.8846040381,-1.2137213622,0.414616662001,110,115,34.564243265,22.8571428571,175,100,120,20,Male
144,100.974206349,-1.36934385143,0.473764306775,115,120,34.3371458354,24,150,100,120,20,Male
185,186.857657658,-0.296864176121,-1.16482337658,200,215,40.5454941518,120,270,145,220,75,Male
140,153.50974026,1.34065856428,0.63622013266,135,145,51.5654313158,45,275,125,150,25,Male
460,152.89767651,1.34433977094,0.202134128423,125,120,53.6938901447,75,275,120,151.25,31.25,Male
426,150.549148546,1.47019204535,0.539662093511,125,120,52.714082394,75,275,120,150,30,Male
583,140.025368121,2.05300921061,2.69795405988,120,120,43.9168410853,90,275,120,130,10,Male
268,146.678766152,1.61949868313,0.998826863988,120,120,50.5778250199,70,275,120,140,20,Male
199,194.091802061,0.100260130927,-1.69496767306,180,135,59.1370009967,105,275,135,257.5,122.5,Male
220,197.811688312,-0.185057505509,-1.76277497501,237.5,255,65.4372886832,70,275,130,260,130,Male
214,190.874870197,0.150408799939,-1.63640530525,190,265,59.6898147207,95,275,135,255,120,Male
148,176.295045045,0.462446901854,-1.3412424672,145,130,58.6525439037,66.6666666667,275,130,241.25,111.25,Male
137,174.598540146,0.0750727159509,-1.56102056481,150,250,62.8550017003,30,275,115,240,125,Male
73,148.219178082,3.25844462403,12.2569173218,140,140,25.4058814113,125,275,135,150,15,Male
77,185.454545455,0.253239435621,-1.2276844012,145,135,64.9384414707,40,275,140,265,125,Male
70,180.214285714,0.25206066844,-0.731571246488,150,145,63.33829644,40,275,140,260,120,Male
40,177.25,0.319845192455,-1.04236102877,145,130,59.9682207507,40,270,135,251.25,116.25,Male
14,159.285714286,0.44521392643,-0.562803016071,140,120,65.0235436168,40,275,120,196.25,76.25,Male
11,129.545454545,1.15013393597,2.4972138929,120,110,54.8325776364,30,275,112.5,135,22.5,Male
79,150.063291139,1.5075077057,0.794354494689,130,130,56.4312826818,45,275,125,135,10,Male
13,109.615384615,-0.53183807878,-0.156474717899,115,135,36.7141525039,40,175,95,135,40,Male
11,173.636363636,-0.284535917384,-1.39904879114,210,110,74.8662719633,40,270,110,245,135,Male
